"","cnsm_id","zip5","user_id","hhincome","dwelling","prkids","home_own_rent","marital_stat","online_dols","match_level","life_stage","age","educ"
"394","iy48818",7642,19633362,11,"S","N","O","S","E","2","F",42,2
"395","ry44407",22003,18899136,8,"S","Y","O","A","H","1","M",36,1
"396","vy25568",11040,13173036,9,"S","Y","O","S","C","1","F",48,1
"397","ky42257",7621,18284796,4,"S","Y","O","S","","2","M",88,NA
"398","ky50647",11579,20067136,NA,"","","","","","","Y",NA,NA
"399","cx91737",2879,8762356,10,"S","N","O","M","H","1","F",80,2
"400","rx71936",2032,6399562,6,"S","Y","O","S","H","1","Y",38,1
"401","ly42535",11109,18488537,11,"S","Y","O","S","G","1","Y",26,1
"402","yy39321",2445,17735603,12,"S","Y","O","S","","1","F",60,1
"403","ty27991",11757,13911437,NA,"S","Y","O","M","","1","Y",54,NA
"404","jy35194",19086,15590449,NA,"M","","","B","","3","M",NA,NA
"405","py26511",60614,13427248,12,"S","Y","O","S","E","2","Y",50,NA
"406","px97001",10577,10835048,NA,"","","","","","","F",NA,NA
"407","hx06336",10580,1288998,13,"S","Y","O","M","H","1","F",50,1
"408","py27469",11705,13715436,10,"S","N","O","S","E","1","F",48,NA
"409","sy28252",6082,13983849,NA,"","","","","","","",NA,NA
"410","by49327",53092,19752103,7,"S","Y","O","M","H","1","F",48,3
"411","ix97748",2132,10952503,NA,"S","","O","","H","2","F",52,NA
"412","zy39536",11790,17784072,NA,"","","","","","","F",NA,NA
"413","py41746",19081,18273203,10,"S","Y","O","S","E","1","Y",44,3
"414","gy33402",19422,15278270,12,"S","Y","O","M","F","1","M",36,3
"415","gy49140",60014,19709488,11,"S","N","O","M","F","1","Y",54,1
"416","xy33035",60098,15189898,12,"S","Y","O","M","H","1","M",52,3
"417","dy45301",11779,19074298,NA,"","","","","","","Y",NA,NA
"418","sx48035",53213,3694096,NA,"","","","","","","F",NA,NA
"419","hy32693",60060,15127960,5,"S","N","O","S","G","1","M",60,2
"420","kx73004",60657,6474170,NA,"M","","","B","D","1","Y",42,NA
"421","py37560",8527,17271398,12,"S","Y","O","M","G","1","F",50,2
"422","bx67469",6001,5897556,8,"M","Y","O","S","H","1","M",60,NA
"423","wx93644",20782,9924149,1,"M","N","R","M","G","1","M",42,2
"424","iy36538",6902,15958470,NA,"","","","","","","",NA,NA
"425","xy49695",2170,19820060,5,"S","Y","O","A","","3","M",38,2
"426","hy47748",20016,19463130,4,"M","","","B","","3","",58,NA
"427","wx95260",2048,10507456,NA,"","","","","","","",NA,NA
"428","wy33551",7722,15311230,12,"S","N","O","M","H","1","F",48,2
"429","by51500",2780,12244530,NA,"","","","","","","M",NA,NA
"430","ox83313",6905,7827470,5,"M","","O","S","","3","Y",90,NA
"431","sx89288",7044,8685370,11,"S","Y","O","M","A","1","F",56,NA
"432","ly37156",7631,17157948,NA,"","","","","","","",NA,NA
"433","fx08045",60015,1389772,11,"S","N","O","M","D","1","M",58,2
"434","uy34240",10128,15427137,8,"S","Y","O","M","E","2","F",56,2
"435","dy51793",11735,20370970,NA,"","","","","","","Y",NA,NA
"436","by17406",21401,11585560,11,"S","Y","O","M","F","1","F",40,2
"437","sy20702",8724,12263670,7,"S","Y","O","S","E","1","Y",30,NA
"438","cy39802",19119,14955549,6,"S","","","S","H","1","M",66,NA
"439","uy23908",11937,12826303,7,"S","","O","M","H","2","Y",40,NA
"440","nx78727",11721,7200137,11,"S","Y","O","M","E","1","Y",36,2
"441","ex69335",6037,6084776,10,"S","Y","O","M","G","3","F",50,2
"442","ry42500",1747,18482030,13,"S","Y","O","M","H","1","F",42,1
"443","rx52431",6517,4129270,NA,"","","","","","","",NA,NA
"444","ux10255",1720,1527488,NA,"","","","","","","M",NA,NA
"445","ex84555",60608,7975348,4,"S","N","O","S","A","1","M",40,NA
"446","ky23755",11104,12810360,NA,"","","","","","","",NA,NA
"447","ay42535",11788,18483260,11,"S","N","O","M","E","1","Y",54,1
"448","iy18785",11751,11815403,NA,"","","","","","","M",NA,NA
"449","uy26497",10019,13390996,NA,"","","","","","","Y",NA,NA
"450","ay41658",6511,18249970,8,"S","","O","S","C","3","Y",50,2
"451","cy39536",11954,17774360,NA,"","","","","","","",NA,NA
"452","ay47464",1507,19413430,NA,"","","","","","","",NA,NA
"453","ty47588",8854,19426888,12,"S","","O","","E","1","Y",48,1
"454","vy47431",60637,19403672,11,"S","Y","O","M","E","1","F",18,NA
"455","jy41987",19130,18336856,5,"M","","","S","A","3","Y",42,3
"456","ex86247",6450,7714076,NA,"","","","","","","Y",NA,NA
"457","oy38536",2026,17527549,11,"S","Y","O","M","A","1","Y",30,1
"458","zy29076",21045,14234448,NA,"","","","","","","",NA,NA
"459","uy49931",11791,19157772,11,"S","Y","O","M","G","2","F",44,1
"460","ty31545",2138,14867930,NA,"","","","","","","Y",NA,NA
"461","cx74494",2124,6691337,6,"S","Y","","","H","2","Y",26,1
"462","lx92990",7726,10064360,10,"S","Y","O","M","G","1","F",44,2
"463","ey28910",22043,14183203,5,"S","","O","S","B","1","Y",54,NA
"464","ay37539",7095,17262888,8,"S","Y","O","S","","1","Y",58,1
"465","ky44686",1760,18960760,10,"S","Y","O","M","E","2","Y",52,2
"466","wx77138",7751,7011103,11,"S","Y","O","M","G","1","F",40,2
"467","vx56794",11706,4394130,6,"S","N","O","M","E","1","M",52,1
"468","iy38480",19044,17503196,7,"S","Y","O","M","E","3","F",46,NA
"469","sy47016",8619,19343096,NA,"S","","","","","3","M",48,1
"470","qy38487",7087,17514903,12,"M","","O","S","H","2","Y",60,NA
"471","wx98488",1760,11153756,NA,"","","","","","","Y",NA,NA
"472","my26263",11561,13333672,13,"S","","","M","","3","Y",46,2
"473","fy45990",60615,19186362,NA,"","","","","","","Y",NA,NA
"474","wy34445",20194,15471248,13,"S","Y","O","M","G","1","F",48,3
"475","ky42560",11953,18495160,NA,"","","","","","","",NA,NA
"476","my39490",60463,17709156,NA,"","","","","","","M",NA,NA
"477","qy46767",11937,17898796,12,"S","N","O","M","E","1","M",30,3
"478","dx82722",11940,7372688,NA,"","","","","","","F",NA,NA
"479","nx89422",8753,8676548,NA,"","","","","","","",NA,NA
"480","my27425",2109,13625036,NA,"M","Y","","M","D","3","Y",24,NA
"481","kx66249",10595,5763660,11,"S","N","O","M","A","1","Y",56,1
"482","ry40060",22180,17913456,10,"M","","O","S","","1","Y",30,1
"483","by47686",60660,19445530,NA,"","","","","","","Y",NA,NA
"484","qy28607",2169,14085162,NA,"","","","","","","Y",NA,NA
"485","jz34371",6902,406470,7,"M","","O","S","F","4","Y",74,2
"486","ey37020",21211,15781596,3,"S","N","O","S","G","2","F",60,1
"487","ny37270",2724,17188376,4,"","Y","","M","","5","Y",50,NA
"488","zy30645",10603,14650160,2,"M","N","R","M","E","1","Y",58,2
"489","dy31597",60103,14882176,NA,"","","","","","","F",NA,NA
"490","fy25035",20009,13039649,3,"M","Y","R","S","","4","Y",38,1
"491","kx52946",60657,4183688,NA,"","","","","","","",NA,NA
"492","uy35092",7960,15590062,NA,"S","","O","","","3","Y",NA,NA
"493","ly24702",22030,12975737,10,"S","","O","","","3","Y",NA,NA
"494","ey35539",60563,15649562,NA,"","","","","","","",NA,NA
"495","ey23220",2131,12713762,4,"M","N","O","M","G","1","M",44,3
"496","dx27365",6515,1537660,8,"S","Y","O","M","E","3","Y",60,2
"497","ix89199",6903,8680398,10,"S","N","O","M","H","1","F",48,2
"498","xy34509",21037,15475760,11,"S","Y","O","M","H","1","F",46,4
"499","yy38432",6513,17494262,5,"S","","O","M","","1","M",64,1
"500","jy27887",1568,13883330,7,"S","N","O","S","","1","F",36,1
"501","vy26087",20012,13312637,12,"S","N","O","M","B","1","M",84,2
"502","ly43981",6790,9231130,7,"S","","O","S","D","1","Y",40,2
"503","uy27135",7603,13591862,NA,"","","","","","","",NA,NA
"504","xy36471",11001,15934436,13,"S","Y","O","M","","1","M",44,1
"505","jy30008",8810,14515188,10,"S","Y","O","M","F","1","F",66,NA
"506","ux65722",2019,5697770,NA,"","","","","","","Y",NA,NA
"507","bx64168",6355,5498237,11,"S","Y","O","M","H","1","Y",46,3
"508","iy45058",2129,19031656,NA,"","","","","","","Y",NA,NA
"509","dx79174",60601,7243188,NA,"M","","","B","E","3","M",26,NA
"510","cy19930",7452,12088596,12,"S","N","O","M","F","1","M",50,NA
"511","yy39271",20895,17722636,6,"M","","","S","","1","Y",44,NA
"512","gy32248",19026,14975196,7,"S","Y","O","A","E","1","F",36,NA
"513","gy31532",6830,14865536,NA,"S","","","","","3","M",24,NA
"514","ay28168",60657,13768688,NA,"","","","","","","Y",NA,NA
"515","my31887",11755,14956172,NA,"","","","","","","Y",NA,NA
"516","ky25979",2140,13284556,NA,"S","","","","H","3","F",72,3
"517","cy36753",11967,16017398,7,"S","Y","O","M","E","1","M",52,1
"518","hx34441",11771,2713862,12,"S","N","O","M","G","2","M",50,3
"519","sx91944",6840,9711988,13,"S","Y","O","M","H","1","F",46,2
"520","ry33770",6105,15338137,2,"S","Y","O","M","H","1","Y",32,1
"521","qy17972",11788,11689237,NA,"","","","","","","Y",NA,NA
"522","my22820",11542,12643449,11,"S","","O","M","H","1","M",82,2
"523","ky23563",11730,9639437,NA,"","","","","","","",NA,NA
"524","yy21945",11414,12507560,NA,"","","","","","","",NA,NA
"525","ny36866",20904,15982230,7,"S","","O","S","","1","M",46,3
"526","sy24901",6511,13015798,NA,"","","","","","","",NA,NA
"527","jy27652",10075,13770103,NA,"","","","","","","Y",NA,NA
"528","sx97232",53142,10875856,NA,"","","","","","","F",NA,NA
"529","gy23398",10573,12747903,NA,"","","","","","","",NA,NA
"530","ly43332",8807,18689048,NA,"","","","","","","Y",NA,NA
"531","uy50736",19130,20092372,NA,"S","","","M","G","1","Y",32,1
"532","uy30416",6510,14590370,12,"S","Y","O","S","H","1","Y",24,NA
"533","ex62977",7430,5337537,10,"S","Y","O","M","H","1","F",38,2
"534","py41626",11790,18240036,NA,"","","","","","","",NA,NA
"535","ax26350",1504,2174030,NA,"","","","","","","Y",NA,NA
"536","ky50491",10002,20015948,NA,"M","","","B","","1","M",38,NA
"537","by37438",53402,17224037,6,"M","Y","","M","H","1","M",60,1
"538","ty32643",1609,15116776,12,"S","N","O","A","J","2","Y",34,3
"539","yy46168",7305,19204956,13,"S","Y","O","M","H","2","Y",40,1
"540","ry29875",10989,14476330,NA,"","","","","","","",NA,NA
"541","iy33043",19106,15110788,NA,"","","","","","","Y",NA,NA
"542","ty35454",2111,15654362,12,"M","N","O","M","E","1","F",24,NA
"543","xx81855",11937,7656430,NA,"","","","","","","Y",NA,NA
"544","ox98113",7070,11034972,NA,"","","","","","","F",NA,NA
"545","ny44781",2840,18973398,9,"S","Y","O","M","H","1","Y",70,2
"546","ox83522",20003,7850798,11,"","","","S","E","1","Y",42,3
"547","cy16956",7111,11434288,NA,"","","","","","","Y",NA,NA
"548","vy46171",60018,19216730,13,"S","Y","O","S","G","1","F",44,3
"549","ay43713",11758,18770972,11,"S","Y","O","M","C","1","F",48,NA
"550","iy44503",10075,18891572,NA,"","","","","","","Y",NA,NA
"551","ix75707",2703,6799670,9,"S","Y","O","M","F","1","F",48,3
"552","gx78510",60611,7172856,NA,"","","","","","","Y",NA,NA
"553","dy42488",20009,18478849,NA,"","","","","","","M",NA,NA
"554","gy34900",11772,15541170,8,"S","Y","O","M","C","1","Y",32,NA
"555","gy36389",60707,15919476,NA,"","","","","","","F",NA,NA
"556","ex11840",60618,1679436,NA,"M","","","B","B","3","Y",24,NA
"557","py31433",19072,14837162,7,"S","","O","","F","4","Y",76,3
"558","tx65192",11693,5631396,8,"S","N","O","S","C","1","M",54,2
"559","zy42477",60008,18435449,NA,"","","","","","","",NA,NA
"560","wx97005",11545,10472560,NA,"","","","","","","F",NA,NA
"561","wy20501",46074,12204996,10,"S","Y","O","M","G","1","F",38,3
"562","ky28008",20705,13918296,NA,"","","","","","","",NA,NA
"563","cy38492",6605,9317170,1,"M","N","O","S","","3","Y",54,2
"564","by50820",1581,20117436,NA,"","","","","","","F",NA,NA
"565","fy37900",22314,17355762,11,"M","Y","O","M","H","1","M",46,1
"566","gy24410",2360,12839970,8,"S","Y","O","M","B","3","F",34,1
"567","yy28225",8534,13951888,NA,"","","","","","","M",NA,NA
"568","jy45381",6877,19090956,11,"S","Y","O","M","F","1","F",48,2
"569","vy28136",11791,13855072,NA,"","","","","","","",NA,NA
"570","dy43906",19104,18807160,NA,"M","","","","","1","Y",NA,NA
"571","ky27816",2142,13816560,NA,"","","","","","","Y",NA,NA
"572","lx55802",11782,4510036,11,"S","Y","O","M","H","1","F",40,3
"573","ny24792",20037,12991572,3,"M","N","O","S","","4","F",50,3
"574","py35662",7733,15687303,8,"S","Y","O","M","E","1","M",38,2
"575","tx98487",60647,11150676,NA,"","","","","","","",NA,NA
"576","ex60599",2760,5065537,7,"S","N","O","M","F","1","F",40,NA
"577","xy42515",21131,18481998,8,"S","","O","S","H","1","Y",56,NA
"578","iy49196",2918,19725662,NA,"","","","","","","Y",NA,NA
"579","ix90322",8831,8752736,3,"S","","O","S","I","1","M",76,1
"580","wy26345",20166,13370696,5,"M","Y","","A","E","1","F",46,1
"581","xy38441",11201,17498276,8,"M","","O","S","H","1","Y",40,3
"582","ey50802",2865,20114548,NA,"","","","","","","",NA,NA
"583","py20361",2865,12189137,12,"S","Y","O","M","H","1","F",42,1
"584","vy47988",11716,19500303,5,"S","","O","M","","3","M",94,1
"585","tx80205",6903,7419888,NA,"","","","","","","",NA,NA
"586","kx87127",21140,8351249,11,"S","N","O","M","I","1","Y",50,1
"587","ty32511",11797,15089403,13,"S","Y","O","M","E","1","Y",36,2
"588","nx81957",20024,7651756,6,"M","","R","S","H","4","Y",34,1
"589","dy41832",6511,18292803,12,"S","N","O","M","H","3","Y",52,2
"590","vy28361",21093,14019937,8,"M","Y","O","M","C","1","M",82,2
"591","vy44211",6492,18865672,7,"S","Y","O","S","A","1","Y",38,1
"592","jy25706",10017,13206272,NA,"","","","","","","",NA,NA
"593","my36623",20008,15871096,12,"S","Y","O","M","G","1","F",22,3
"594","ty40805",2149,18077548,NA,"","","","","","","",NA,NA
"595","by37377",47406,17218562,13,"S","Y","O","M","G","1","M",22,NA
"596","py43336",1757,10706270,NA,"","","","","","","F",NA,NA
"597","by47758",2135,16053970,NA,"","","","","","","Y",NA,NA
"598","ty34235",6516,15426762,6,"S","N","O","M","E","2","F",78,3
"599","cy36331",10314,15898796,NA,"","","","","","","F",NA,NA
"600","dy47365",2132,18866172,NA,"","","","","","","",NA,NA
"601","ox88183",6473,8501188,2,"M","","O","S","","1","M",50,NA
"602","nx79222",11937,7246103,10,"S","Y","O","M","B","1","Y",50,1
"603","yy33215",19086,15231130,12,"S","N","O","A","C","1","Y",56,2
"604","bx78688",11788,7192496,12,"S","Y","O","M","G","1","M",38,NA
"605","qy34760",20874,9727360,5,"S","Y","O","S","B","1","Y",36,2
"606","ux98144",8723,11066472,NA,"","","","","","","",NA,NA
"607","jx52304",7458,4108976,12,"S","Y","O","M","G","2","F",48,3
"608","hy52295",1604,20479176,8,"S","Y","O","S","","2","Y",70,1
"609","uy21345",6488,12358237,5,"S","","O","B","G","5","M",84,3
"610","qx44066",2472,3283436,8,"S","Y","O","M","E","4","M",54,1
"611","py24141",60629,12865803,2,"S","N","O","S","","2","F",76,2
"612","mx52285",2115,4066872,12,"M","Y","O","M","","1","Y",44,2
"613","lx11077",11746,1512562,13,"S","N","O","M","","1","F",56,2
"614","wx91482",20001,9444162,NA,"","","","","","","Y",NA,NA
"615","by33196",60030,15230262,NA,"S","","O","","","2","F",38,NA
"616","oy42910",60077,18586848,6,"M","N","O","M","E","1","F",62,2
"617","cx98423",12533,11141060,NA,"","","","","","","F",NA,NA
"618","ex81065",8757,7545288,8,"S","","O","","","1","F",58,NA
"619","ky37762",18964,15591549,NA,"S","","O","B","","2","Y",38,2
"620","fy27806",11777,13854636,NA,"S","","","B","F","1","F",NA,NA
"621","iy50972",60645,20162756,6,"M","N","O","S","G","4","M",70,3
"622","cy33990",11949,13456272,NA,"","","","","","","Y",NA,NA
"623","ax57472",11501,4458448,7,"S","N","O","M","I","1","M",62,1
"624","cy50865",6415,19985962,8,"S","Y","O","M","","3","Y",62,3
"625","ry40815",10017,18047188,NA,"","","","","","","M",NA,NA
"626","tx81883",53406,7652156,7,"S","","O","M","E","1","Y",66,2
"627","sx75329",22180,6224148,NA,"","","","","","","",NA,NA
"628","hx61710",53217,5198736,11,"S","Y","O","S","F","1","F",44,3
"629","px70543",20854,6239676,13,"S","N","O","M","G","1","F",50,3
"630","wy42856",21286,18579896,11,"S","Y","O","M","F","1","Y",38,2
"631","ay38233",19063,17403760,NA,"","","","","","","",NA,NA
"632","ky44910",11545,18998537,NA,"","","","","","","F",NA,NA
"633","ey48934",10606,19662230,NA,"","","","","","","",NA,NA
"634","ny40015",10038,17901503,4,"S","Y","O","S","C","2","Y",58,1
"635","ky42225",6880,17781703,11,"S","Y","O","S","J","1","F",42,1
"636","fy31437",20009,14847488,NA,"","","","","","","Y",NA,NA
"637","nx92194",2914,9824096,6,"S","N","O","M","A","1","M",46,2
"638","py50956",60614,20142196,NA,"","","","","","","Y",NA,NA
"639","gy41746",7960,17928048,13,"S","Y","O","M","H","1","Y",42,NA
"640","rx33521",2904,2649272,12,"S","N","O","S","E","1","Y",62,2
"641","my32865",1507,15158688,NA,"","","","","","","F",NA,NA
"642","ay39671",2114,17817272,NA,"M","Y","","S","C","3","Y",36,3
"643","ty51340",6442,18982888,9,"S","Y","O","S","F","1","F",40,1
"644","qy38217",7001,17211330,3,"S","Y","O","S","B","2","Y",28,2
"645","ey49366",53188,17661062,8,"S","Y","O","","H","1","F",50,NA
"646","oy31295",20782,14708860,11,"S","N","O","M","","1","M",50,3
"647","yy28205",2364,13973198,NA,"","","","","","","Y",NA,NA
"648","py20920",6279,12232376,6,"S","","O","M","H","1","Y",52,3
"649","dy42432",7901,18447249,11,"S","Y","O","A","","1","F",40,NA
"650","dx68587",6471,6006949,NA,"","","","","","","F",NA,NA
"651","wy36480",53189,15932530,NA,"","","","","","","",NA,NA
"652","hx77604",60016,5920448,4,"M","","R","S","","1","M",62,2
"653","vy44403",20011,18892196,NA,"","","","","","","M",NA,NA
"654","iy40039",19004,17817837,11,"S","Y","O","A","A","1","F",76,4
"655","py34405",2813,15459337,NA,"","","","","","","M",NA,NA
"656","ay28080",11780,13928648,10,"S","Y","O","M","B","2","F",42,3
"657","lx93949",2718,9547703,8,"M","Y","O","M","E","4","Y",42,3
"658","oy48661",11767,19618637,NA,"","","","","","","F",NA,NA
"659","iy34313",20902,15057072,NA,"","","","","","","Y",NA,NA
"660","jx78378",60611,7128062,NA,"","","","","","","M",NA,NA
"661","ux77492",60061,7067172,9,"S","Y","O","M","F","3","Y",44,2
"662","rx79887",6032,7366148,8,"S","N","O","M","C","1","M",64,2
"663","jy32139",21212,14996698,NA,"","","","","","","Y",NA,NA
"664","sy25135",60614,13061498,NA,"","","","","","","",NA,NA
"665","bx89239",6111,8683596,8,"S","N","O","M","E","1","M",64,3
"666","ux98734",6851,11179448,NA,"","","","","","","M",NA,NA
"667","fy50401",10314,16617237,6,"S","N","O","","F","1","F",60,1
"668","fy40930",10601,18105660,8,"M","N","O","M","D","2","M",56,2
"669","cy24026",60134,12850770,11,"S","N","O","M","B","1","Y",60,3
"670","fy25847",7014,7935270,6,"S","","O","S","H","1","Y",48,NA
"671","px69947",2116,6158976,6,"S","","","S","E","3","F",28,NA
"672","jx53000",8512,4189236,10,"S","N","O","M","G","1","F",34,2
"673","cy40874",20008,17837270,NA,"","","","","","","Y",NA,NA
"674","iy27185",11375,13591176,NA,"","","","","","","",NA,NA
"675","hy48037",2125,19408349,3,"S","Y","O","S","E","1","F",30,2
"676","gx81894",11767,7660272,8,"S","N","O","M","","1","F",72,2
"677","wy25886",8820,13019637,NA,"","","","","","","Y",NA,NA
"678","cy48111",60467,19514549,11,"S","","O","S","F","2","Y",30,1
"679","py24036",22153,12853948,NA,"","","","","","","",NA,NA
"680","cy23053",11787,12688536,11,"S","Y","O","S","","2","F",54,NA
"681","cy51297",60069,20208188,12,"S","Y","O","M","","3","Y",58,2
"682","zx49615",2703,3825756,8,"S","Y","O","M","E","1","F",40,NA
"683","xy34621",2445,15508170,NA,"","","","","","","",NA,NA
"684","ix94073",11777,10298637,7,"S","N","O","M","H","2","M",70,1
"685","oy25955",60610,13270849,NA,"M","","","","","1","Y",28,1
"686","uy31643",60654,14808749,NA,"S","Y","O","M","H","2","M",66,2
"687","jy45636",2215,11806270,NA,"","","","","","","",NA,NA
"688","py33377",60463,15272772,NA,"","","","","","","Y",NA,NA
"689","yy17127",22181,11490548,13,"S","Y","O","M","G","1","Y",28,1
"690","ky40514",6417,18024188,NA,"S","N","O","S","F","1","M",70,3
"691","oy40805",19040,18077096,7,"S","Y","O","S","B","2","Y",34,2
"692","jy27290",22015,13644172,11,"S","Y","O","S","","1","Y",30,1
"693","ly47953",46322,19488256,11,"S","N","O","S","E","1","Y",70,1
"694","dx70844",11953,6276348,12,"S","Y","O","M","H","1","F",46,3
"695","uy23066",6611,12689288,NA,"S","","O","","","3","M",78,1
"696","jy25624",53097,13172156,10,"S","Y","O","M","E","1","Y",40,3
"697","rx65664",11598,5670749,12,"S","Y","O","M","F","1","F",34,2
"698","vy43786",21701,13850376,NA,"M","Y","O","S","G","1","Y",38,2
"699","ay48043",60607,19448356,12,"S","N","O","M","H","2","F",72,3
"700","vy40440",11954,17945703,12,"S","Y","O","M","H","1","F",50,2
"701","zy46225",11554,19222148,10,"S","Y","O","M","G","2","Y",48,1
"702","px68402",60056,5986630,10,"S","Y","O","M","H","1","M",40,3
"703","iy40921",20009,18107736,8,"M","N","O","M","","2","Y",86,3
"704","kx96499",2108,10733762,11,"S","Y","O","M","E","1","Y",30,2
